,Comunidad Autónoma,Provincia,Municipio,Código ESP,Entidad Singular de Población,Cobertura ≥ 30Mbps,Cobertura redes fijas ≥ 100Mbps,Cobertura 3G HSPA,Cobertura 4G LTE,coord,Weather_info,CP,pob_tot_muni,partido_gov_x,pob_tot_muni,partido_gov_y
4809,Castilla y León,Segovia,Sepúlveda,40195000300,CONSUEGRA DE MURERA,0.0,0.0,1.0,1.0,"(41.258480555556, 3.780875)",Not found,40195,9870,PSOE,9870,PSOE
4810,Castilla y León,Segovia,Sepúlveda,40195000400,DURATÓN,0.19,0.0,0.92,0.99,"(41.28462, 3.67975)","En Durağan, los veranos son calurosos, secos y despejados y los inviernos son muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 30 °C y rara vez baja a menos de -7 °C o sube a más de 34 °C.",40195,9870,PSOE,9870,PSOE
4811,Castilla y León,Segovia,Sepúlveda,40195000500,HINOJOSAS DEL CERRO,0.0,0.0,1.0,0.99,"(41.351052777778, 3.8455805555556)",Not found,40195,9870,PSOE,9870,PSOE
4812,Castilla y León,Segovia,Sepúlveda,40195000600,PERORRUBIO,0.0,0.0,1.0,1.0,"(41.24582778, 3.7084)",Not found,40195,9870,PSOE,9870,PSOE
4813,Castilla y León,Segovia,Sepúlveda,40195000700,SEPÚLVEDA,1.0,1.0,1.0,1.0,"(41.2973695, 3.7493697)","En Sepúlveda, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",40195,9870,PSOE,9870,PSOE
4814,Castilla y León,Segovia,Sepúlveda,40195000800,TANARRO,0.0,0.0,1.0,1.0,"(41.2375, 3.6994444444444)","En San Pietro al Tanagro, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 3 °C a 30 °C y rara vez baja a menos de -1 °C o sube a más de 34 °C.",40195,9870,PSOE,9870,PSOE
4815,Castilla y León,Segovia,Sepúlveda,40195000900,VELLOSILLO,0.0,0.0,1.0,1.0,"(41.266972222222, 3.7064472222222)",Not found,40195,9870,PSOE,9870,PSOE
4816,Castilla y León,Segovia,Sepúlveda,40195001000,VILLAR DE SOBREPEÑA,0.0,0.0,1.0,0.74,"(41.28333333, 3.8)",Not found,40195,9870,PSOE,9870,PSOE
4817,Castilla y León,Segovia,Sepúlveda,40195001100,VILLASECA,0.0,0.0,1.0,0.99,"(41.316208333333, 3.8259305555556)","En Villaseca de la Sagra, los veranos son cortos, cálidos y mayormente despejados; los inviernos son fríos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 34 °C y rara vez baja a menos de -4 °C o sube a más de 38 °C.",40195,9870,PSOE,9870,PSOE
4818,Castilla y León,Segovia,Sequera de Fresno,40196000100,SEQUERA DE FRESNO,0.97,0.0,1.0,0.75,"(41.366666666667, 3.5461111111111)","En Sequera de Fresno, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",40196,320,PSOE,320,PSOE
4819,Castilla y León,Segovia,Sotillo,40198000100,FRESNEDA DE SEPULVEDA,0.0,0.0,1.0,1.0,,Not found,40198,290,PP,290,PP
4820,Castilla y León,Segovia,Sotillo,40198000200,SOTILLO,0.03,0.0,1.0,0.99,"(41.258333333333, 3.6366666666667)","En Sotillo de la Adrada, los veranos son cortos, cálidos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 32 °C y rara vez baja a menos de -4 °C o sube a más de 36 °C.",40198,290,PP,290,PP
4821,Castilla y León,Segovia,Sotosalbos,40199000100,SOTOSALBOS,1.0,1.0,1.0,1.0,"(41.034444444444, 3.9411111111111)","En Sotosalbos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",40199,1370,PP,1370,PP
4822,Castilla y León,Segovia,Tabanera la Luenga,40200000100,TABANERA LA LUENGA,0.58,0.0,1.0,1.0,,"En Tabanera la Luenga, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",40200,470,PP,470,PP
4823,Castilla y León,Segovia,Tolocirio,40201000100,TOLOCIRIO,1.0,0.0,1.0,1.0,"(41.133888888889, 4.65)","En Tolocirio, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",40201,450,PP,450,PP
4824,Castilla y León,Segovia,Torreadrada,40202000100,TORREADRADA,0.0,0.0,1.0,0.99,"(41.444166666667, 3.8397222222222)","En Torreadrada, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",40202,500,PP,500,PP
4825,Castilla y León,Segovia,Torrecaballeros,40203000100,ALDEHUELA,1.0,1.0,1.0,1.0,"(41.0011, 4.0204)","En Aldehuela de Yeltes, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",40203,1389,PSOE,1389,PSOE
4826,Castilla y León,Segovia,Torrecaballeros,40203000200,CABANILLAS DEL MONTE,1.0,0.22,1.0,1.0,"(40.976261111111, 4.031875)",Not found,40203,1389,PSOE,1389,PSOE
4827,Castilla y León,Segovia,Torrecaballeros,40203000300,TORRE (LA),0.8,0.0,1.0,1.0,,"En Alhaurín de la Torre, los veranos son cortos, calurosos, húmedos, áridos y mayormente despejados y los inviernos son largos, fríos, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 7 °C a 30 °C y rara vez baja a menos de 3 °C o sube a más de 35 °C.",40203,1389,PSOE,1389,PSOE
4828,Castilla y León,Segovia,Torrecaballeros,40203000400,TORRECABALLEROS,1.0,1.0,1.0,1.0,"(40.991944444444, 4.0238888888889)","En Torrecaballeros, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",40203,1389,PSOE,1389,PSOE
4829,Castilla y León,Segovia,Torrecilla del Pinar,40204000100,TORRECILLA DEL PINAR,0.33,0.0,1.0,0.99,"(41.374166666667, 4.0377777777778)","En Torrecilla del Pinar, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",40204,1740,PP,1740,PP
4830,Castilla y León,Segovia,Torreiglesias,40205000100,LOSANA DE PIRÓN,1.0,0.0,1.0,1.0,"(41.067777777778, 4.0227777777778)",Not found,40205,2610,PP,2610,PP
4831,Castilla y León,Segovia,Torreiglesias,40205000200,OTONES DE BENJUMEA,0.0,0.0,0.87,0.66,"(41.13619722, 4.055375)",Not found,40205,2610,PP,2610,PP
4832,Castilla y León,Segovia,Torreiglesias,40205000300,TORREIGLESIAS,0.0,0.0,1.0,1.0,"(41.101944444444, 4.0325)","En Torreiglesias, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",40205,2610,PP,2610,PP
4833,Castilla y León,Segovia,Torre Val de San Pedro,40206000100,SALCEDA (LA),1.0,0.0,1.0,1.0,"(41.058188888889, 3.8952805555556)","En Colonia Santa Cecilia (La Sauceda), la temporada de lluvia es nublada, la temporada seca es parcialmente nublada y es caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 5 °C a 31 °C y rara vez baja a menos de 1 °C o sube a más de 34 °C.",40206,1970,PP,1970,PP
4834,Castilla y León,Segovia,Torre Val de San Pedro,40206000200,TORRE VAL DE SAN PEDRO,1.0,0.0,1.0,1.0,"(41.073888888889, 3.8711111111111)","En Torre Val de San Pedro, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",40206,1970,PP,1970,PP
4835,Castilla y León,Segovia,Torre Val de San Pedro,40206000300,VALLE DE SAN PEDRO,0.96,0.0,1.0,1.0,"(41.08495, 3.8603222222222)","En San Pedro del Valle, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -6 °C o sube a más de 35 °C.",40206,1970,PP,1970,PP
4836,Castilla y León,Segovia,Trescasas,40207000100,SONSOTO,1.0,1.0,1.0,1.0,"(40.954194444444, 4.0411111111111)","En Sokoto, la temporada de lluvia es muy caliente, opresiva y mayormente nublada y la temporada seca es tórrida y parcialmente nublada. Durante el transcurso del año, la temperatura generalmente varía de 17 °C a 40 °C y rara vez baja a menos de 14 °C o sube a más de 42 °C.",40207,1072,PSOE,1072,PSOE
4837,Castilla y León,Segovia,Trescasas,40207000200,TRESCASAS,1.0,1.0,1.0,1.0,"(40.957777777778, 4.0377777777778)","En Trescasas, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",40207,1072,PSOE,1072,PSOE
4838,Castilla y León,Segovia,Trescasas,40207000300,ATALAYA (LA),1.0,1.0,1.0,1.0,"(40.953333333333, 4.0322222222222)","En San Jose de la Atalaya, los veranos son cortos, calurosos, bochornosos, secos y mayormente despejados y los inviernos son largos, fríos, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 7 °C a 29 °C y rara vez baja a menos de 3 °C o sube a más de 31 °C.",40207,1072,PSOE,1072,PSOE
4839,Castilla y León,Segovia,Turégano,40208000100,ALDEASAZ,0.89,0.0,1.0,1.0,"(41.074805555556, 3.9566972222222)",Not found,40208,9980,PP,9980,PP
4840,Castilla y León,Segovia,Turégano,40208000200,BERROCAL,0.0,0.0,1.0,1.0,"(41.072463888889, 3.9690027777778)","En Berrocal, los veranos son cortos, cálidos, áridos y mayormente despejados y los inviernos son fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 4 °C a 35 °C y rara vez baja a menos de -0 °C o sube a más de 39 °C.",40208,9980,PP,9980,PP
4841,Castilla y León,Segovia,Turégano,40208000300,CARRASCAL,0.0,0.0,1.0,1.0,"(41.094566666667, 3.9872222222222)","En Carrascal, los veranos son cortos y cálidos; los inviernos son cortos y calurosos y está opresivo, mojado y nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 25 °C a 32 °C y rara vez baja a menos de 24 °C o sube a más de 33 °C.",40208,9980,PP,9980,PP
4842,Castilla y León,Segovia,Turégano,40208000400,CUESTA (LA),0.0,0.0,1.0,1.0,"(41.082716666667, 3.9603555555556)","En Castilleja de la Cuesta, los veranos son cortos, cálidos, áridos y mayormente despejados y los inviernos son fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 5 °C a 35 °C y rara vez baja a menos de 1 °C o sube a más de 40 °C.",40208,9980,PP,9980,PP
4843,Castilla y León,Segovia,Turégano,40208000500,TURÉGANO,0.99,0.0,1.0,1.0,"(41.155277777778, 4.0072222222222)","En Turégano, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",40208,9980,PP,9980,PP
4844,Castilla y León,Segovia,Urueñas,40210000100,URUEÑAS,0.0,0.0,1.0,0.72,"(41.355833333333, 3.775)","En Urueñas, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",40210,1040,PP,1040,PP
4845,Castilla y León,Segovia,Valdeprados,40211000100,GUIJASALBAS,0.0,0.0,1.0,1.0,"(40.819444444444, 4.2805555555556)",Not found,40211,700,PP,700,PP
4846,Castilla y León,Segovia,Valdeprados,40211000200,VALDEPRADOS,1.0,0.0,1.0,1.0,"(40.8175, 4.2569444444444)","En Baños de Valdearados, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",40211,700,PP,700,PP
4847,Castilla y León,Segovia,Valdevacas de Montejo,40212000100,VALDEVACAS DE MONTEJO,0.0,0.0,1.0,1.0,"(41.520833333333, 3.6361111111111)","En Valdevacas de Montejo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",40212,280,PP,280,PP
4848,Castilla y León,Segovia,Valdevacas y Guijar,40213000100,GUIJAR (EL),0.0,0.0,1.0,1.0,,"En Guemar Airport, los veranos son tórridos, áridos y despejados y los inviernos son fríos, secos y mayormente despejados. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 41 °C y rara vez baja a menos de 2 °C o sube a más de 45 °C.",40213,960,PP,960,PP
4849,Castilla y León,Segovia,Valdevacas y Guijar,40213000200,VALDEVACAS,0.0,0.0,1.0,0.77,"(41.140833333333, 3.9119444444444)","En Valdevacas de Montejo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",40213,960,PP,960,PP
4850,Castilla y León,Segovia,Valseca,40214000100,VALSECA,1.0,1.0,1.0,1.0,"(40.999722222222, 4.1744444444444)","En Valseca, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",40214,2300,PP,2300,PP
4851,Castilla y León,Segovia,Valtiendas,40215000100,PECHARROMÁN,0.3,0.0,1.0,1.0,"(41.47865556, 3.95207778)",Not found,40215,790,PP,790,PP
4852,Castilla y León,Segovia,Valtiendas,40215000200,SAN JOSÉ,0.0,0.0,1.0,1.0,,"En San José, los veranos son largos, calurosos, áridos y mayormente despejados y los inviernos son cortos, fríos, mojados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 28 °C y rara vez baja a menos de 2 °C o sube a más de 33 °C.",40215,790,PP,790,PP
4853,Castilla y León,Segovia,Valtiendas,40215000300,VALTIENDAS,0.0,0.0,0.99,0.99,"(41.478333333333, 3.9172222222222)","En Valtiendas, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",40215,790,PP,790,PP
4854,Castilla y León,Segovia,Valverde del Majano,40216000100,VALVERDE DEL MAJANO,1.0,1.0,1.0,1.0,"(40.956666666667, 4.2347222222222)","En Valverde del Majano, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",40216,1112,PP,1112,PP
4855,Castilla y León,Segovia,Valle de Tabladillo,40218000100,BARRIO DE ARRIBA,0.0,0.0,1.0,1.0,"(43.341111111111, 3.6802777777778)",Not found,40218,790,PP,790,PP
4856,Castilla y León,Segovia,Valle de Tabladillo,40218000200,VALLE DE TABLADILLO,0.0,0.0,0.99,0.99,"(41.363055555556, 3.8397222222222)","En Valle de Tabladillo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",40218,790,PP,790,PP
4857,Castilla y León,Segovia,Vallelado,40219000100,VALLELADO,1.0,1.0,1.0,1.0,"(41.405555555556, 4.4263888888889)","En Vallelado, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",40219,7180,PP,7180,PP
4858,Castilla y León,Segovia,Valleruela de Pedraza,40220000100,BERZAL,0.0,0.0,1.0,0.99,"(41.175824, 3.801161)","En Bernal, los veranos son cálidos, opresivos y mayormente nublados; los inviernos son largos, cómodos, ventosos y mayormente despejados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 17 °C a 31 °C y rara vez baja a menos de 15 °C o sube a más de 33 °C.",40220,730,PP,730,PP
4859,Castilla y León,Segovia,Valleruela de Pedraza,40220000200,TEJADILLA,0.86,0.0,1.0,1.0,"(41.1697, 3.8211)","En Tendilla, los veranos son cortos, calurosos y mayormente despejados; los inviernos son largos, muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 31 °C y rara vez baja a menos de -6 °C o sube a más de 35 °C.",40220,730,PP,730,PP
4860,Castilla y León,Segovia,Valleruela de Pedraza,40220000300,VALLERUELA DE PEDRAZA,0.14,0.0,1.0,1.0,"(41.179444444444, 3.8063888888889)","En Valleruela de Pedraza, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",40220,730,PP,730,PP
4861,Castilla y León,Segovia,Valleruela de Sepúlveda,40221000100,FUENTE (LA),0.0,0.0,1.0,0.99,,"En Parras de la Fuente, los veranos son largos y cálidos; los inviernos son cortos, frescos y secos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 32 °C y rara vez baja a menos de 1 °C o sube a más de 35 °C.",40221,530,PP,530,PP
4862,Castilla y León,Segovia,Valleruela de Sepúlveda,40221000200,VALLERUELA DE SEPÚLVEDA,0.06,0.0,1.0,0.99,"(41.187777777778, 3.7727777777778)","En Valleruela de Sepúlveda, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",40221,530,PP,530,PP
4863,Castilla y León,Segovia,Veganzones,40222000100,VEGANZONES,1.0,0.0,1.0,1.0,"(41.192777777778, 3.9938888888889)","En Veganzones, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",40222,2160,PP,2160,PP
4864,Castilla y León,Segovia,Vegas de Matute,40223000100,VEGAS DE MATUTE,0.72,0.0,1.0,1.0,"(40.795, 4.2777777777778)","En Vegas de Matute, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",40223,3130,PSOE,3130,PSOE
4865,Castilla y León,Segovia,Vegas de Matute,40223000200,ÁNGELES DE VEGAS DE MATUTE (LOS),0.57,0.04,1.0,1.0,"(40.78, 4.2172222222222)",Not found,40223,3130,PSOE,3130,PSOE
4866,Castilla y León,Segovia,Ventosilla y Tejadilla,40224000100,CASAS ALTAS (LAS),0.0,0.0,1.0,1.0,"(28.47638889, 16.4025)","En Camps-la-Source, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",40224,170,PP,170,PP
4867,Castilla y León,Segovia,Ventosilla y Tejadilla,40224000200,TEJADILLA,0.0,0.0,1.0,1.0,"(41.1697, 3.8211)","En Tendilla, los veranos son cortos, calurosos y mayormente despejados; los inviernos son largos, muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 31 °C y rara vez baja a menos de -6 °C o sube a más de 35 °C.",40224,170,PP,170,PP
4868,Castilla y León,Segovia,Ventosilla y Tejadilla,40224000300,VENTOSILLA,0.0,0.0,1.0,1.0,,"En Ventanilla, los veranos son calurosos, húmedos, áridos y nublados y los inviernos son largos, frescos, secos, ventosos y mayormente despejados. Durante el transcurso del año, la temperatura generalmente varía de 15 °C a 27 °C y rara vez baja a menos de 14 °C o sube a más de 29 °C.",40224,170,PP,170,PP
4869,Castilla y León,Segovia,Villacastín,40225000100,VILLACASTÍN,1.0,1.0,1.0,1.0,"(40.780555555556, 4.4136111111111)","En Villacastín, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",40225,1491,PP,1491,PP
4870,Castilla y León,Segovia,Villaverde de Íscar,40228000100,VILLAVERDE DE ÍSCAR,0.92,0.0,1.0,1.0,"(41.306388888889, 4.5266666666667)",Not found,40228,5600,PP,5600,PP
4871,Castilla y León,Segovia,Villaverde de Montejo,40229000100,VILLALVILLA DE MONTEJO,0.0,0.0,1.0,1.0,"(41.4975, 3.6711)",Not found,40229,310,PSOE,310,PSOE
4872,Castilla y León,Segovia,Villaverde de Montejo,40229000200,VILLAVERDE DE MONTEJO,0.0,0.0,1.0,1.0,"(41.5225, 3.6552777777778)","En Villaverde de Montejo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",40229,310,PSOE,310,PSOE
4873,Castilla y León,Segovia,Villeguillo,40230000100,VILLEGUILLO,0.0,0.0,1.0,0.99,"(41.251666666667, 4.5783333333333)","En Villeguillo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",40230,1030,PP,1030,PP
4874,Castilla y León,Segovia,Yanguas de Eresma,40231000100,SAN PEDRO,0.0,0.0,0.99,1.0,,"En San Pedro Sula, los veranos son cortos, cálidos y nublados; los inviernos son cortos, calurosos, mojados y mayormente despejados y está opresivo durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 20 °C a 33 °C y rara vez baja a menos de 17 °C o sube a más de 36 °C.",40231,1260,PP,1260,PP
4875,Castilla y León,Segovia,Yanguas de Eresma,40231000200,YANGUAS DE ERESMA,0.96,0.0,1.0,1.0,"(41.0725, 4.24)","En Yanguas de Eresma, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",40231,1260,PP,1260,PP
4876,Castilla y León,Segovia,Zarzuela del Monte,40233000100,ZARZUELA DEL MONTE,0.76,0.0,1.0,1.0,"(40.808611111111, 4.3363888888889)","En Zarzuela del Monte, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",40233,5120,PP,5120,PP
4877,Castilla y León,Segovia,Zarzuela del Pinar,40234000100,ZARZUELA DEL PINAR,1.0,0.0,1.0,1.0,"(41.260277777778, 4.1844444444444)","En Zarzuela del Pinar, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",40234,4210,PP,4210,PP
4878,Castilla y León,Segovia,Ortigosa del Monte,40901000100,ORTIGOSA DEL MONTE,0.95,0.0,1.0,1.0,"(40.843055555556, 4.1763888888889)","En Ortigosa del Monte, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",40901,5800,IND,5800,IND
4879,Castilla y León,Segovia,Cozuelos de Fuentidueña,40902000100,COZUELOS DE FUENTIDUEÑA,0.0,0.0,0.99,0.99,"(41.391388888889, 4.0955555555556)","En Cozuelos de Fuentidueña, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",40902,1200,PP,1200,PP
4880,Castilla y León,Segovia,Marazoleja,40903000100,MARAZOLEJA,0.8,0.0,0.76,1.0,"(40.960833333333, 4.3386111111111)","En Marazoleja, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",40903,1030,PP,1030,PP
4881,Castilla y León,Segovia,Navas de Riofrío,40904000100,NAVAS DE RIOFRÍO,1.0,0.0,1.0,1.0,"(40.864166666667, 4.1377777777778)",Not found,40904,3670,PP,3670,PP
4882,Castilla y León,Segovia,Cuevas de Provanco,40905000100,CUEVAS DE PROVANCO,0.99,0.0,1.0,1.0,"(41.542222222222, 3.9622222222222)","En Cuevas de Provanco, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",40905,1270,PP,1270,PP
4883,Castilla y León,Segovia,San Cristóbal de Segovia,40906000100,SAN CRISTÓBAL DE SEGOVIA,1.0,1.0,1.0,1.0,"(40.951944444444, 4.0755555555556)","En San Cristóbal de Segovia, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",40906,3102,PP,3102,PP
4884,Castilla y León,Segovia,San Cristóbal de Segovia,40906000200,URBANIZACIÓN EL TERRADILLO,1.0,1.0,1.0,1.0,,Not found,40906,3102,PP,3102,PP
