,Comunidad Autónoma,Provincia,Municipio,Código ESP,Entidad Singular de Población,Cobertura ≥ 30Mbps,Cobertura redes fijas ≥ 100Mbps,Cobertura 3G HSPA,Cobertura 4G LTE,coord,Weather_info,population
58366,Castilla y León,Soria,Vinuesa,42215000100,QUINTANAREJO (EL),0.0,0.0,1.0,1.0,,Not found,
58367,Castilla y León,Soria,Vinuesa,42215000200,SANTA INÉS,0.0,0.0,0.0,0.0,"(42.008611111111, 2.8027777777778)","En Santa Inês, la temporada de lluvia es nublada, la temporada seca es parcialmente nublada y es muy caliente y opresivo durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 23 °C a 36 °C y rara vez baja a menos de 21 °C o sube a más de 38 °C.",0 hab.(INE2010)
58368,Castilla y León,Soria,Vinuesa,42215000300,VINUESA,1.0,0.0,1.0,1.0,"(41.911388888889, 2.7627777777778)","En Vinuesa, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 26 °C y rara vez baja a menos de -6 °C o sube a más de 31 °C.",837 hab.(2021)
58369,Castilla y León,Soria,Vizmanos,42216000100,VERGUIZAS,0.0,0.0,1.0,0.99,"(42.038591666667, 2.4291416666667)","En Veguitas, la temporada de lluvia es nublada, la temporada seca es mayormente nublada y es muy caliente y opresivo durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 22 °C a 34 °C y rara vez baja a menos de 21 °C o sube a más de 36 °C.",
58370,Castilla y León,Soria,Vizmanos,42216000200,VIZMANOS,0.0,0.0,1.0,1.0,"(42.023611111111, 2.4075)","En Vizmanos, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -3 °C a 25 °C y rara vez baja a menos de -7 °C o sube a más de 30 °C.",26 hab.(2021)
58371,Castilla y León,Soria,Vozmediano,42217000100,VOZMEDIANO,0.0,0.0,0.99,0.99,"(41.839166666667, 1.8569444444444)","En Vozmediano, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",37 hab.(2021)
58372,Castilla y León,Soria,Yanguas,42218000100,YANGUAS,0.0,0.0,1.0,1.0,"(42.101388888889, 2.3394444444444)","En Santa Cruz de Yanguas, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -3 °C a 25 °C y rara vez baja a menos de -7 °C o sube a más de 30 °C.",113 hab.(2021)
58373,Castilla y León,Soria,Yanguas,42218000300,VEGA (LA),0.0,0.0,1.0,0.87,"(42.125247222222, 2.3350611111111)","En San Martín de la Vega, los veranos son cortos, cálidos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 34 °C y rara vez baja a menos de -5 °C o sube a más de 38 °C.",7 hab.
58374,Castilla y León,Soria,Yelo,42219000100,YELO,1.0,0.0,1.0,0.99,"(41.210277777778, 2.5277777777778)",Not found,47 hab.(2021)
60051,Castilla y León,Valladolid,Adalia,47001000100,ADALIA,0.0,0.0,0.99,0.99,"(41.648611111111, 5.1188888888889)","En Adelia María, los veranos son calurosos, mojados y mayormente despejados y los inviernos son cortos, fríos, secos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 3 °C a 30 °C y rara vez baja a menos de -2 °C o sube a más de 35 °C.",52 hab.(2021)
60052,Castilla y León,Valladolid,Aguasal,47002000100,AGUASAL,0.0,0.0,1.0,1.0,"(41.275277777778, 4.6533333333333)","En Aguazul, los veranos son cortos, cálidos, húmedos y nublados y los inviernos son cortos, calurosos, bochornosos, mojados y mayormente nublados. Durante el transcurso del año, la temperatura generalmente varía de 22 °C a 34 °C y rara vez baja a menos de 21 °C o sube a más de 37 °C.",17 hab.(2021)
60053,Castilla y León,Valladolid,Aguilar de Campos,47003000100,AGUILAR DE CAMPOS,1.0,0.0,1.0,1.0,"(41.982777777778, 5.1838888888889)","En Aguilar de Campóo, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 24 °C y rara vez baja a menos de -5 °C o sube a más de 29 °C.",257 hab.(2021)
60054,Castilla y León,Valladolid,Alaejos,47004000100,ALAEJOS,1.0,0.93,1.0,1.0,"(41.307222222222, 5.2155555555556)","En Alaejos, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 35 °C.",1380 hab.(2021)
60055,Castilla y León,Valladolid,Alcazarén,47005000100,ALCAZARÉN,1.0,1.0,1.0,1.0,"(41.369722222222, 4.6763888888889)","En Los Alcázares, los veranos son calurosos, bochornosos, áridos y mayormente despejados y los inviernos son largos, fríos, secos, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 29 °C y rara vez baja a menos de 2 °C o sube a más de 32 °C.",632 hab.(2021)
60056,Castilla y León,Valladolid,Aldea de San Miguel,47006000100,ALDEA DE SAN MIGUEL,1.0,1.0,1.0,1.0,"(41.460277777778, 4.6169444444444)","En Aldea de San Miguel, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",217 hab.(2021)
60057,Castilla y León,Valladolid,Aldeamayor de San Martín,47007000100,ALDEAMAYOR DE SAN MARTÍN,0.9,0.9,1.0,1.0,"(41.5118819, 4.6394309)","En Aldeamayor de San Martín, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",5789 hab.(2021)
60058,Castilla y León,Valladolid,Almenara de Adaja,47008000100,ALMENARA DE ADAJA,0.0,0.0,1.0,1.0,"(41.213611111111, 4.6769444444444)","En Almenara de Adaja, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",23 hab.(2021)
60059,Castilla y León,Valladolid,Amusquillo,47009000100,AMUSQUILLO,1.0,0.0,1.0,1.0,"(41.748611111111, 4.3011111111111)","En Amusquillo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",100 hab.(2021)
60060,Castilla y León,Valladolid,Arroyo de la Encomienda,47010000100,ARROYO DE LA ENCOMIENDA,0.85,0.85,1.0,1.0,"(41.6127872, 4.7917372)",Not found,20 716 hab.(2021)
60061,Castilla y León,Valladolid,Ataquines,47011000100,ATAQUINES,0.94,0.0,1.0,1.0,,"En Ataquines, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",564 hab.(2021)
60062,Castilla y León,Valladolid,Bahabón,47012000100,BAHABÓN,0.0,0.0,1.0,0.99,"(41.481388888889, 4.2816666666667)","En Bayamón, los veranos son largos, cálidos y mayormente nublados; los inviernos son calurosos, ventosos y mayormente despejados y está opresivo durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 22 °C a 31 °C y rara vez baja a menos de 20 °C o sube a más de 33 °C.","bahabonero, -a"
60063,Castilla y León,Valladolid,Barcial de la Loma,47013000100,BARCIAL DE LA LOMA,0.0,0.0,0.98,0.92,"(41.950277777778, 5.2844444444444)","En Barcial de la Loma, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",86 hab.(2021)
60064,Castilla y León,Valladolid,Barruelo del Valle,47014000100,BARRUELO DEL VALLE,0.79,0.0,1.0,1.0,"(41.674166666667, 5.0691666666667)",Not found,47 hab.(2021)
60065,Castilla y León,Valladolid,Becilla de Valderaduey,47015000100,BECILLA DE VALDERADUEY,1.0,0.0,1.0,1.0,"(42.0987105, 5.2175623)","En Becilla de Valderaduey, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",218 hab.(2021)
60066,Castilla y León,Valladolid,Benafarces,47016000100,BENAFARCES,0.83,0.0,1.0,1.0,"(41.62174, 5.29188)","En Benafarces, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",68 hab.(2021)
60067,Castilla y León,Valladolid,Bercero,47017000100,BERCERO,0.98,0.0,1.0,0.95,"(41.5635561, 5.0558951)","En Berbera, los veranos son largos, tórridos, opresivos y áridos; los inviernos son calurosos, bochornosos y secos y está ventoso y parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 23 °C a 38 °C y rara vez baja a menos de 21 °C o sube a más de 39 °C.",195 hab.(2021)
60068,Castilla y León,Valladolid,Berceruelo,47018000100,BERCERUELO,0.0,0.0,1.0,0.0,"(41.5802174, 5.0325645)","En Berceruelo, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",38 hab.(2021)
60069,Castilla y León,Valladolid,Berrueces,47019000100,BERRUECES,0.7,0.0,1.0,1.0,"(41.945555555556, 5.0969444444444)","En Berrueces, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",102 hab.(2021)
60070,Castilla y León,Valladolid,Bobadilla del Campo,47020000100,BOBADILLA DEL CAMPO,1.0,0.0,0.97,0.86,"(41.204444444444, 5.0213888888889)","En Bobadilla del Campo, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 35 °C.",292 hab.(2021)
60071,Castilla y León,Valladolid,Bocigas,47021000100,BOCIGAS,0.0,0.0,1.0,1.0,"(41.228611111111, 4.6811111111111)","En Setenil de las Bodegas, los veranos son cortos, calurosos, áridos y mayormente despejados y los inviernos son largos, fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 30 °C y rara vez baja a menos de -2 °C o sube a más de 33 °C.",80 hab.(2021)
60072,Castilla y León,Valladolid,Bocos de Duero,47022000100,BOCOS DE DUERO,0.0,0.0,1.0,1.0,"(41.624444444444, 4.0675)","En Bocos de Duero, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",69 hab.(2021)
60073,Castilla y León,Valladolid,Boecillo,47023000100,BOECILLO,0.98,0.83,1.0,1.0,"(41.5407623, 4.6996133)","En Boecillo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",4219 hab.(2021)
60074,Castilla y León,Valladolid,Bolaños de Campos,47024000100,BOLAÑOS DE CAMPOS,0.86,0.0,1.0,0.99,"(42.006388888889, 5.2844444444444)","En Bolaños de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",277 hab.(2021)
60075,Castilla y León,Valladolid,Brahojos de Medina,47025000100,BRAHOJOS DE MEDINA,0.35,0.0,0.87,0.84,"(41.231111111111, 5.0430555555556)",Not found,106 hab.(2021)
60076,Castilla y León,Valladolid,Bustillo de Chaves,47026000100,BUSTILLO DE CHAVES,0.0,0.0,1.0,0.93,"(42.130833333333, 5.0911111111111)","En Bustillo de Chaves, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",63 hab.(2021)
60077,Castilla y León,Valladolid,Bustillo de Chaves,47026000200,GORDALIZA DE LA LOMA,0.0,0.0,1.0,0.57,"(42.132777777778, 5.135)",Not found,28 hab.(INE2016)
60078,Castilla y León,Valladolid,Cabezón de Pisuerga,47027000100,CABEZÓN DE PISUERGA,1.0,1.0,1.0,1.0,"(41.7339524, 4.6458137)",Not found,3747 hab.(2021)
60079,Castilla y León,Valladolid,Cabezón de Valderaduey,47028000100,CABEZÓN DE VALDERADUEY,0.0,0.0,1.0,1.0,"(42.167222222222, 5.1586111111111)","En Cabezón de Valderaduey, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",41 hab.(2021)
60080,Castilla y León,Valladolid,Cabreros del Monte,47029000100,CABREROS DEL MONTE,0.0,0.0,1.0,0.6,"(41.848611111111, 5.2697222222222)","En Monte Caseros, los veranos son cálidos y bochornosos, los inviernos son cortos y frescos y está mojado y parcialmente nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de 9 °C a 32 °C y rara vez baja a menos de 2 °C o sube a más de 36 °C.",63 hab.(2021)
60081,Castilla y León,Valladolid,Campaspero,47030000100,CAMPASPERO,1.0,0.0,1.0,1.0,"(41.491666666667, 4.1944444444444)","En Campaspero, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",1047 hab.(2021)
60082,Castilla y León,Valladolid,"Campillo, El",47031000100,CAMPILLO (EL),0.26,0.0,1.0,0.95,"(41.257777777778, 5.0141666666667)","En Campello, los veranos son cálidos, bochornosos y mayormente despejados; los inviernos son largos, frescos, ventosos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 7 °C a 31 °C y rara vez baja a menos de 3 °C o sube a más de 33 °C.",219 hab.(2021)
60083,Castilla y León,Valladolid,Camporredondo,47032000100,CAMPORREDONDO,0.98,0.0,1.0,1.0,"(41.47374, 4.50527)","En Camporredondo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",153 hab.(2021)
60084,Castilla y León,Valladolid,Canalejas de Peñafiel,47033000100,CANALEJAS DE PEÑAFIEL,0.85,0.0,1.0,1.0,"(41.524722222222, 4.115)","En Canalejas de Peñafiel, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",241 hab.(2021)
60085,Castilla y León,Valladolid,Canillas de Esgueva,47034000100,CANILLAS DE ESGUEVA,0.96,0.0,0.98,1.0,"(41.75, 4.1166666666667)","En Canillas de Esgueva, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",78 hab.(2021)
60086,Castilla y León,Valladolid,Carpio,47035000100,CARPIO,0.99,0.0,1.0,1.0,"(41.2126514, 5.10906)","En Cosamaloapan de Carpio, la temporada de lluvia es opresiva y nublada, la temporada seca es bochornosa y mayormente despejada y es muy caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 17 °C a 36 °C y rara vez baja a menos de 13 °C o sube a más de 40 °C.",965 hab.(2021)
60087,Castilla y León,Valladolid,Casasola de Arión,47036000100,CASASOLA DE ARIÓN,0.97,0.0,0.91,1.0,"(41.5775, 5.2405555555556)","En Casasola de Arión, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",235 hab.(2021)
60088,Castilla y León,Valladolid,Castrejón de Trabancos,47037000100,CASTREJÓN DE TRABANCOS,0.12,0.0,0.98,0.53,"(41.252777777778, 5.1705555555556)",Not found,170 hab.(2021)
60089,Castilla y León,Valladolid,Castrillo de Duero,47038000100,CASTRILLO DE DUERO,0.01,0.0,0.95,1.0,"(41.575555555556, 4.0141666666667)","En Aranda de Duero, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",103 hab.(2021)
60090,Castilla y León,Valladolid,Castrillo-Tejeriego,47039000100,CASTRILLO-TEJERIEGO,0.62,0.0,1.0,0.0,"(41.703055555556, 4.3711111111111)","En Castrillo-Tejeriego, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",162 hab.(2021)
60091,Castilla y León,Valladolid,Castrobol,47040000100,CASTROBOL,0.28,0.0,0.99,0.99,"(42.136944444444, 5.3147222222222)","En Castropol, los veranos son cómodos; los inviernos son largos, fríos y mojados y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 24 °C y rara vez baja a menos de 2 °C o sube a más de 27 °C.",54 hab.(2021)
60092,Castilla y León,Valladolid,Castrodeza,47041000100,CASTRODEZA,0.0,0.0,0.99,0.99,"(41.648055555556, 4.9605555555556)","En Castrodeza, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",151 hab.(2021)
60093,Castilla y León,Valladolid,Castromembibre,47042000100,CASTROMEMBIBRE,0.0,0.0,1.0,1.0,"(41.673333333333, 5.3052777777778)","En Castromembibre, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",53 hab.(2021)
60094,Castilla y León,Valladolid,Castromonte,47043000100,CASTROMONTE,0.52,0.0,0.97,0.93,"(41.773611111111, 5.0408333333333)","En Castromonte, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",314 hab.(2021)
60095,Castilla y León,Valladolid,Castromonte,47043000200,SANTA ESPINA (LA),0.0,0.0,1.0,0.0,"(41.732222222222, 5.0980555555556)","En Santa Cruz de La Palma, los veranos son calurosos, húmedos y áridos; los inviernos son largos, frescos y secos y está ventoso y mayormente despejado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 15 °C a 26 °C y rara vez baja a menos de 13 °C o sube a más de 28 °C.",107 hab.(INE2011)
60096,Castilla y León,Valladolid,Castronuevo de Esgueva,47044000100,CASTRONUEVO DE ESGUEVA,0.9,0.0,1.0,1.0,"(41.681388888889, 4.5883333333333)","En Castronuevo de Esgueva, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",379 hab.(2021)
60097,Castilla y León,Valladolid,Castronuño,47045000200,CASTRONUÑO,1.0,0.0,1.0,1.0,"(41.3887733, 5.2633186)","En Castronuño, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 35 °C.",825 hab.(2021)
60098,Castilla y León,Valladolid,Castroponce,47046000100,CASTROPONCE,0.37,0.0,0.84,0.8,"(42.126388888889, 5.1825)","En Maire de Castroponce, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",148 hab.(2021)
60099,Castilla y León,Valladolid,Castroverde de Cerrato,47047000100,CASTROVERDE DE CERRATO,0.68,0.0,1.0,0.87,"(41.755555555556, 4.2208333333333)","En Castroverde de Cerrato, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",196 hab.(2021)
60100,Castilla y León,Valladolid,Ceinos de Campos,47048000100,CEINOS DE CAMPOS,1.0,0.0,1.0,0.99,"(42.0325, 5.1491666666667)","En Ceinos de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",209 hab.(2021)
60101,Castilla y León,Valladolid,Cervillego de la Cruz,47049000100,CERVILLEGO DE LA CRUZ,1.0,0.0,1.0,0.86,"(41.186666666667, 4.9491666666667)","En Cervillego de la Cruz, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",83 hab.(2021)
60102,Castilla y León,Valladolid,Cigales,47050000100,CIGALES,0.93,0.93,1.0,1.0,"(41.758055555556, 4.6997222222222)","En Cigales, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",5299 hab.(2021)
60103,Castilla y León,Valladolid,Ciguñuela,47051000100,CIGUÑUELA,1.0,1.0,1.0,0.99,"(41.640555555556, 4.8569444444444)","En Ciguñuela, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",375 hab.(2021)
60104,Castilla y León,Valladolid,Cistérniga,47052000100,CISTÉRNIGA,1.0,1.0,1.0,1.0,"(41.6121464, 4.6851558)","En Cistérniga, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",9109 hab.(2021)
60105,Castilla y León,Valladolid,Cogeces de Íscar,47053000100,COGECES DE ÍSCAR,1.0,0.0,1.0,1.0,"(41.405833333333, 4.5447222222222)",Not found,142 hab.(2021)
60106,Castilla y León,Valladolid,Cogeces del Monte,47054000100,COGECES DEL MONTE,1.0,0.13,1.0,0.99,"(41.511111111111, 4.3161111111111)","En Cogeces del Monte, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",637 hab.(2021)
60107,Castilla y León,Valladolid,Corcos,47055000100,AGUILAREJO,1.0,0.0,1.0,1.0,,"En Aguilares, la temporada de lluvia es muy caliente y húmeda, la temporada seca es cómoda y es mayormente despejado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 8 °C a 32 °C y rara vez baja a menos de 3 °C o sube a más de 37 °C.",
60108,Castilla y León,Valladolid,Corcos,47055000200,CORCOS,0.81,0.0,1.0,0.93,"(41.810277777778, 4.6927777777778)","En Islas Cocos, los veranos son mojados, ventosos y mayormente nublados; los inviernos son sumamente ventosos y parcialmente nublados y está caliente y opresivo durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 25 °C a 30 °C y rara vez baja a menos de 24 °C o sube a más de 31 °C.",203 hab.(2021)
60109,Castilla y León,Valladolid,Corrales de Duero,47056000100,CORRALES DE DUERO,0.0,0.0,1.0,0.99,"(41.672222222222, 4.0477777777778)","En Corrales de Duero, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",109 hab.(2021)
60110,Castilla y León,Valladolid,Cubillas de Santa Marta,47057000100,CUBILLAS DE SANTA MARTA,0.35,0.0,0.95,0.91,"(41.831666666667, 4.5991666666667)","En Cubillas de Santa Marta, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",352 hab.(2021)
60111,Castilla y León,Valladolid,Cubillas de Santa Marta,47057000200,VEGALATORRE,0.97,0.0,1.0,1.0,,Not found,
60112,Castilla y León,Valladolid,Cuenca de Campos,47058000100,CUENCA DE CAMPOS,0.0,0.0,1.0,1.0,"(42.058333333333, 5.0552777777778)","En Cuenca de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",208 hab.(2021)
60113,Castilla y León,Valladolid,Curiel de Duero,47059000100,CURIEL DE DUERO,0.01,0.0,1.0,0.99,"(41.639166666667, 4.1)","En Curiel de Duero, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",118 hab.(2021)
60114,Castilla y León,Valladolid,Encinas de Esgueva,47060000100,ENCINAS DE ESGUEVA,1.0,0.0,1.0,1.0,"(41.757005, 4.103549)","En Encinas de Esgueva, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",221 hab.(2021)
