,Comunidad Autónoma,Provincia,Municipio,Código ESP,Entidad Singular de Población,Cobertura ≥ 30Mbps,Cobertura redes fijas ≥ 100Mbps,Cobertura 3G HSPA,Cobertura 4G LTE,Weather_info,pob_tot_muni,partido_gov_x,pob_tot_muni.1,partido_gov_y,population,T_minMedia,T_maxMedia,T_minExtrema,T_maxExtrema,location
5380,Castilla y León,Soria,Vinuesa,42215000100,QUINTANAREJO (EL),0.0,0.0,1.0,1.0,Not found,8370.0,PP,8370,PP,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
5381,Castilla y León,Soria,Vinuesa,42215000200,SANTA INÉS,0.0,0.0,0.0,0.0,"En Santa Inês, la temporada de lluvia es nublada, la temporada seca es parcialmente nublada y es muy caliente y opresivo durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 23 °C a 36 °C y rara vez baja a menos de 21 °C o sube a más de 38 °C.",8370.0,PP,8370,PP,0 hab.(INE2010),23,36,21,38,"{'type': 'Point', 'coordinates': [2.8027777777778, 42.008611111111]}"
5382,Castilla y León,Soria,Vinuesa,42215000300,VINUESA,1.0,0.0,1.0,1.0,"En Vinuesa, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 26 °C y rara vez baja a menos de -6 °C o sube a más de 31 °C.",8370.0,PP,8370,PP,837 hab.(2021),-2,26,-6,31,"{'type': 'Point', 'coordinates': [2.7627777777778, 41.911388888889]}"
5383,Castilla y León,Soria,Vizmanos,42216000100,VERGUIZAS,0.0,0.0,1.0,0.99,"En Veguitas, la temporada de lluvia es nublada, la temporada seca es mayormente nublada y es muy caliente y opresivo durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 22 °C a 34 °C y rara vez baja a menos de 21 °C o sube a más de 36 °C.",260.0,PSOE,260,PSOE,,22,34,21,36,"{'type': 'Point', 'coordinates': [2.4291416666667, 42.038591666667]}"
5384,Castilla y León,Soria,Vizmanos,42216000200,VIZMANOS,0.0,0.0,1.0,1.0,"En Vizmanos, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -3 °C a 25 °C y rara vez baja a menos de -7 °C o sube a más de 30 °C.",260.0,PSOE,260,PSOE,26 hab.(2021),-3,25,-7,30,"{'type': 'Point', 'coordinates': [2.4075, 42.023611111111]}"
5385,Castilla y León,Soria,Vozmediano,42217000100,VOZMEDIANO,0.0,0.0,0.99,0.99,"En Vozmediano, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",370.0,PSOE,370,PSOE,37 hab.(2021),-1,28,-5,33,"{'type': 'Point', 'coordinates': [1.8569444444444, 41.839166666667]}"
5386,Castilla y León,Soria,Yanguas,42218000100,YANGUAS,0.0,0.0,1.0,1.0,"En Santa Cruz de Yanguas, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -3 °C a 25 °C y rara vez baja a menos de -7 °C o sube a más de 30 °C.",1130.0,Independiente,1130,Independiente,113 hab.(2021),-3,25,-7,30,"{'type': 'Point', 'coordinates': [2.3394444444444, 42.101388888889]}"
5387,Castilla y León,Soria,Yanguas,42218000300,VEGA (LA),0.0,0.0,1.0,0.87,"En San Martín de la Vega, los veranos son cortos, cálidos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 34 °C y rara vez baja a menos de -5 °C o sube a más de 38 °C.",1130.0,Independiente,1130,Independiente,7 hab.,1,34,-5,38,"{'type': 'Point', 'coordinates': [2.3350611111111, 42.125247222222]}"
5388,Castilla y León,Soria,Yelo,42219000100,YELO,1.0,0.0,1.0,0.99,Not found,470.0,PP,470,PP,47 hab.(2021),,,,,"{'type': 'Point', 'coordinates': [2.5277777777778, 41.210277777778]}"
5389,Castilla y León,Valladolid,Adalia,47001000100,ADALIA,0.0,0.0,0.99,0.99,"En Adelia María, los veranos son calurosos, mojados y mayormente despejados y los inviernos son cortos, fríos, secos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 3 °C a 30 °C y rara vez baja a menos de -2 °C o sube a más de 35 °C.",520.0,PP,520,PP,52 hab.(2021),3,30,-2,35,"{'type': 'Point', 'coordinates': [5.1188888888889, 41.648611111111]}"
5390,Castilla y León,Valladolid,Aguasal,47002000100,AGUASAL,0.0,0.0,1.0,1.0,"En Aguazul, los veranos son cortos, cálidos, húmedos y nublados y los inviernos son cortos, calurosos, bochornosos, mojados y mayormente nublados. Durante el transcurso del año, la temperatura generalmente varía de 22 °C a 34 °C y rara vez baja a menos de 21 °C o sube a más de 37 °C.",170.0,PP,170,PP,17 hab.(2021),22,34,21,37,"{'type': 'Point', 'coordinates': [4.6533333333333, 41.275277777778]}"
5391,Castilla y León,Valladolid,Aguilar de Campos,47003000100,AGUILAR DE CAMPOS,1.0,0.0,1.0,1.0,"En Aguilar de Campóo, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 24 °C y rara vez baja a menos de -5 °C o sube a más de 29 °C.",2570.0,PP,2570,PP,257 hab.(2021),-1,24,-5,29,"{'type': 'Point', 'coordinates': [5.1838888888889, 41.982777777778]}"
5392,Castilla y León,Valladolid,Alaejos,47004000100,ALAEJOS,1.0,0.93,1.0,1.0,"En Alaejos, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 35 °C.",138.0,PSOE,138,PSOE,1380 hab.(2021),0,30,-5,35,"{'type': 'Point', 'coordinates': [5.2155555555556, 41.307222222222]}"
5393,Castilla y León,Valladolid,Alcazarén,47005000100,ALCAZARÉN,1.0,1.0,1.0,1.0,"En Los Alcázares, los veranos son calurosos, bochornosos, áridos y mayormente despejados y los inviernos son largos, fríos, secos, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 29 °C y rara vez baja a menos de 2 °C o sube a más de 32 °C.",6320.0,URCL,6320,URCL,632 hab.(2021),6,29,2,32,"{'type': 'Point', 'coordinates': [4.6763888888889, 41.369722222222]}"
5394,Castilla y León,Valladolid,Aldea de San Miguel,47006000100,ALDEA DE SAN MIGUEL,1.0,1.0,1.0,1.0,"En Aldea de San Miguel, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",2170.0,PSOE,2170,PSOE,217 hab.(2021),1,30,-4,35,"{'type': 'Point', 'coordinates': [4.6169444444444, 41.460277777778]}"
5395,Castilla y León,Valladolid,Aldeamayor de San Martín,47007000100,ALDEAMAYOR DE SAN MARTÍN,0.9,0.9,1.0,1.0,"En Aldeamayor de San Martín, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",5789.0,PSOE,5789,PSOE,5789 hab.(2021),1,30,-4,35,"{'type': 'Point', 'coordinates': [4.6394309, 41.5118819]}"
5396,Castilla y León,Valladolid,Almenara de Adaja,47008000100,ALMENARA DE ADAJA,0.0,0.0,1.0,1.0,"En Almenara de Adaja, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",230.0,PP,230,PP,23 hab.(2021),0,30,-4,34,"{'type': 'Point', 'coordinates': [4.6769444444444, 41.213611111111]}"
5397,Castilla y León,Valladolid,Amusquillo,47009000100,AMUSQUILLO,1.0,0.0,1.0,1.0,"En Amusquillo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",1000.0,Cs,1000,Cs,100 hab.(2021),-0,29,-4,34,"{'type': 'Point', 'coordinates': [4.3011111111111, 41.748611111111]}"
5398,Castilla y León,Valladolid,Arroyo de la Encomienda,47010000100,ARROYO DE LA ENCOMIENDA,0.85,0.85,1.0,1.0,Not found,20716.0,IPAE,20716,IPAE,20 716 hab.(2021),,,,,"{'type': 'Point', 'coordinates': [4.7917372, 41.6127872]}"
5399,Castilla y León,Valladolid,Ataquines,47011000100,ATAQUINES,0.94,0.0,1.0,1.0,"En Ataquines, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",5640.0,T.P.A.,5640,T.P.A.,564 hab.(2021),0,30,-4,35,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
5400,Castilla y León,Valladolid,Bahabón,47012000100,BAHABÓN,0.0,0.0,1.0,0.99,"En Bayamón, los veranos son largos, cálidos y mayormente nublados; los inviernos son calurosos, ventosos y mayormente despejados y está opresivo durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 22 °C a 31 °C y rara vez baja a menos de 20 °C o sube a más de 33 °C.",980.0,PP,980,PP,"bahabonero, -a",22,31,20,33,"{'type': 'Point', 'coordinates': [4.2816666666667, 41.481388888889]}"
5401,Castilla y León,Valladolid,Barcial de la Loma,47013000100,BARCIAL DE LA LOMA,0.0,0.0,0.98,0.92,"En Barcial de la Loma, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",860.0,PSOE,860,PSOE,86 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [5.2844444444444, 41.950277777778]}"
5402,Castilla y León,Valladolid,Barruelo del Valle,47014000100,BARRUELO DEL VALLE,0.79,0.0,1.0,1.0,Not found,470.0,Vox,470,Vox,47 hab.(2021),,,,,"{'type': 'Point', 'coordinates': [5.0691666666667, 41.674166666667]}"
5403,Castilla y León,Valladolid,Becilla de Valderaduey,47015000100,BECILLA DE VALDERADUEY,1.0,0.0,1.0,1.0,"En Becilla de Valderaduey, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",2180.0,PSOE,2180,PSOE,218 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [5.2175623, 42.0987105]}"
5404,Castilla y León,Valladolid,Benafarces,47016000100,BENAFARCES,0.83,0.0,1.0,1.0,"En Benafarces, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",680.0,PP,680,PP,68 hab.(2021),0,29,-5,34,"{'type': 'Point', 'coordinates': [5.29188, 41.62174]}"
5405,Castilla y León,Valladolid,Bercero,47017000100,BERCERO,0.98,0.0,1.0,0.95,"En Berbera, los veranos son largos, tórridos, opresivos y áridos; los inviernos son calurosos, bochornosos y secos y está ventoso y parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 23 °C a 38 °C y rara vez baja a menos de 21 °C o sube a más de 39 °C.",1950.0,PP,1950,PP,195 hab.(2021),23,38,21,39,"{'type': 'Point', 'coordinates': [5.0558951, 41.5635561]}"
5406,Castilla y León,Valladolid,Berceruelo,47018000100,BERCERUELO,0.0,0.0,1.0,0.0,"En Berceruelo, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",380.0,PP,380,PP,38 hab.(2021),-0,29,-5,34,"{'type': 'Point', 'coordinates': [5.0325645, 41.5802174]}"
5407,Castilla y León,Valladolid,Berrueces,47019000100,BERRUECES,0.7,0.0,1.0,1.0,"En Berrueces, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",1020.0,PP,1020,PP,102 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [5.0969444444444, 41.945555555556]}"
5408,Castilla y León,Valladolid,Bobadilla del Campo,47020000100,BOBADILLA DEL CAMPO,1.0,0.0,0.97,0.86,"En Bobadilla del Campo, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 35 °C.",2920.0,PSOE,2920,PSOE,292 hab.(2021),0,30,-5,35,"{'type': 'Point', 'coordinates': [5.0213888888889, 41.204444444444]}"
5409,Castilla y León,Valladolid,Bocigas,47021000100,BOCIGAS,0.0,0.0,1.0,1.0,"En Setenil de las Bodegas, los veranos son cortos, calurosos, áridos y mayormente despejados y los inviernos son largos, fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 30 °C y rara vez baja a menos de -2 °C o sube a más de 33 °C.",800.0,PP,800,PP,80 hab.(2021),2,30,-2,33,"{'type': 'Point', 'coordinates': [4.6811111111111, 41.228611111111]}"
5410,Castilla y León,Valladolid,Bocos de Duero,47022000100,BOCOS DE DUERO,0.0,0.0,1.0,1.0,"En Bocos de Duero, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",690.0,PP,690,PP,69 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [4.0675, 41.624444444444]}"
5411,Castilla y León,Valladolid,Boecillo,47023000100,BOECILLO,0.98,0.83,1.0,1.0,"En Boecillo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",4219.0,PP,4219,PP,4219 hab.(2021),1,30,-4,35,"{'type': 'Point', 'coordinates': [4.6996133, 41.5407623]}"
5412,Castilla y León,Valladolid,Bolaños de Campos,47024000100,BOLAÑOS DE CAMPOS,0.86,0.0,1.0,0.99,"En Bolaños de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",2770.0,PSOE,2770,PSOE,277 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [5.2844444444444, 42.006388888889]}"
5413,Castilla y León,Valladolid,Brahojos de Medina,47025000100,BRAHOJOS DE MEDINA,0.35,0.0,0.87,0.84,Not found,1060.0,PP,1060,PP,106 hab.(2021),,,,,"{'type': 'Point', 'coordinates': [5.0430555555556, 41.231111111111]}"
5414,Castilla y León,Valladolid,Bustillo de Chaves,47026000100,BUSTILLO DE CHAVES,0.0,0.0,1.0,0.93,"En Bustillo de Chaves, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",630.0,Cs,630,Cs,63 hab.(2021),-0,28,-4,33,"{'type': 'Point', 'coordinates': [5.0911111111111, 42.130833333333]}"
5415,Castilla y León,Valladolid,Bustillo de Chaves,47026000200,GORDALIZA DE LA LOMA,0.0,0.0,1.0,0.57,Not found,630.0,Cs,630,Cs,28 hab.(INE2016),,,,,"{'type': 'Point', 'coordinates': [5.135, 42.132777777778]}"
5416,Castilla y León,Valladolid,Cabezón de Pisuerga,47027000100,CABEZÓN DE PISUERGA,1.0,1.0,1.0,1.0,Not found,3747.0,PSOE,3747,PSOE,3747 hab.(2021),,,,,"{'type': 'Point', 'coordinates': [4.6458137, 41.7339524]}"
5417,Castilla y León,Valladolid,Cabezón de Valderaduey,47028000100,CABEZÓN DE VALDERADUEY,0.0,0.0,1.0,1.0,"En Cabezón de Valderaduey, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",410.0,PP,410,PP,41 hab.(2021),0,29,-4,33,"{'type': 'Point', 'coordinates': [5.1586111111111, 42.167222222222]}"
5418,Castilla y León,Valladolid,Cabreros del Monte,47029000100,CABREROS DEL MONTE,0.0,0.0,1.0,0.6,"En Monte Caseros, los veranos son cálidos y bochornosos, los inviernos son cortos y frescos y está mojado y parcialmente nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de 9 °C a 32 °C y rara vez baja a menos de 2 °C o sube a más de 36 °C.",630.0,PP,630,PP,63 hab.(2021),9,32,2,36,"{'type': 'Point', 'coordinates': [5.2697222222222, 41.848611111111]}"
5419,Castilla y León,Valladolid,Campaspero,47030000100,CAMPASPERO,1.0,0.0,1.0,1.0,"En Campaspero, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",1047.0,PP,1047,PP,1047 hab.(2021),-0,29,-4,34,"{'type': 'Point', 'coordinates': [4.1944444444444, 41.491666666667]}"
5420,Castilla y León,Valladolid,"Campillo, El",47031000100,CAMPILLO (EL),0.26,0.0,1.0,0.95,"En Campello, los veranos son cálidos, bochornosos y mayormente despejados; los inviernos son largos, frescos, ventosos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 7 °C a 31 °C y rara vez baja a menos de 3 °C o sube a más de 33 °C.",2190.0,PP,2190,PP,219 hab.(2021),7,31,3,33,"{'type': 'Point', 'coordinates': [5.0141666666667, 41.257777777778]}"
5421,Castilla y León,Valladolid,Camporredondo,47032000100,CAMPORREDONDO,0.98,0.0,1.0,1.0,"En Camporredondo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",1530.0,PP,1530,PP,153 hab.(2021),-0,29,-4,34,"{'type': 'Point', 'coordinates': [4.50527, 41.47374]}"
5422,Castilla y León,Valladolid,Canalejas de Peñafiel,47033000100,CANALEJAS DE PEÑAFIEL,0.85,0.0,1.0,1.0,"En Canalejas de Peñafiel, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",2410.0,PP,2410,PP,241 hab.(2021),-0,29,-4,34,"{'type': 'Point', 'coordinates': [4.115, 41.524722222222]}"
5423,Castilla y León,Valladolid,Canillas de Esgueva,47034000100,CANILLAS DE ESGUEVA,0.96,0.0,0.98,1.0,"En Canillas de Esgueva, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",780.0,PP,780,PP,78 hab.(2021),-0,29,-5,33,"{'type': 'Point', 'coordinates': [4.1166666666667, 41.75]}"
5424,Castilla y León,Valladolid,Carpio,47035000100,CARPIO,0.99,0.0,1.0,1.0,"En Cosamaloapan de Carpio, la temporada de lluvia es opresiva y nublada, la temporada seca es bochornosa y mayormente despejada y es muy caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 17 °C a 36 °C y rara vez baja a menos de 13 °C o sube a más de 40 °C.",9650.0,PP,9650,PP,965 hab.(2021),17,36,13,40,"{'type': 'Point', 'coordinates': [5.10906, 41.2126514]}"
5425,Castilla y León,Valladolid,Casasola de Arión,47036000100,CASASOLA DE ARIÓN,0.97,0.0,0.91,1.0,"En Casasola de Arión, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",2350.0,PP,2350,PP,235 hab.(2021),0,30,-4,34,"{'type': 'Point', 'coordinates': [5.2405555555556, 41.5775]}"
5426,Castilla y León,Valladolid,Castrejón de Trabancos,47037000100,CASTREJÓN DE TRABANCOS,0.12,0.0,0.98,0.53,Not found,1700.0,PP,1700,PP,170 hab.(2021),,,,,"{'type': 'Point', 'coordinates': [5.1705555555556, 41.252777777778]}"
5427,Castilla y León,Valladolid,Castrillo de Duero,47038000100,CASTRILLO DE DUERO,0.01,0.0,0.95,1.0,"En Aranda de Duero, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",1030.0,PP,1030,PP,103 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [4.0141666666667, 41.575555555556]}"
5428,Castilla y León,Valladolid,Castrillo-Tejeriego,47039000100,CASTRILLO-TEJERIEGO,0.62,0.0,1.0,0.0,"En Castrillo-Tejeriego, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",1620.0,PP,1620,PP,162 hab.(2021),-0,29,-4,34,"{'type': 'Point', 'coordinates': [4.3711111111111, 41.703055555556]}"
5429,Castilla y León,Valladolid,Castrobol,47040000100,CASTROBOL,0.28,0.0,0.99,0.99,"En Castropol, los veranos son cómodos; los inviernos son largos, fríos y mojados y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 24 °C y rara vez baja a menos de 2 °C o sube a más de 27 °C.",540.0,PP,540,PP,54 hab.(2021),6,24,2,27,"{'type': 'Point', 'coordinates': [5.3147222222222, 42.136944444444]}"
5430,Castilla y León,Valladolid,Castrodeza,47041000100,CASTRODEZA,0.0,0.0,0.99,0.99,"En Castrodeza, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",1510.0,PP,1510,PP,151 hab.(2021),-0,29,-5,34,"{'type': 'Point', 'coordinates': [4.9605555555556, 41.648055555556]}"
5431,Castilla y León,Valladolid,Castromembibre,47042000100,CASTROMEMBIBRE,0.0,0.0,1.0,1.0,"En Castromembibre, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",530.0,PIC,530,PIC,53 hab.(2021),0,29,-5,34,"{'type': 'Point', 'coordinates': [5.3052777777778, 41.673333333333]}"
5432,Castilla y León,Valladolid,Castromonte,47043000100,CASTROMONTE,0.52,0.0,0.97,0.93,"En Castromonte, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",3140.0,PP,3140,PP,314 hab.(2021),-0,29,-5,34,"{'type': 'Point', 'coordinates': [5.0408333333333, 41.773611111111]}"
5433,Castilla y León,Valladolid,Castromonte,47043000200,SANTA ESPINA (LA),0.0,0.0,1.0,0.0,"En Santa Cruz de La Palma, los veranos son calurosos, húmedos y áridos; los inviernos son largos, frescos y secos y está ventoso y mayormente despejado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 15 °C a 26 °C y rara vez baja a menos de 13 °C o sube a más de 28 °C.",3140.0,PP,3140,PP,107 hab.(INE2011),15,26,13,28,"{'type': 'Point', 'coordinates': [5.0980555555556, 41.732222222222]}"
5434,Castilla y León,Valladolid,Castronuevo de Esgueva,47044000100,CASTRONUEVO DE ESGUEVA,0.9,0.0,1.0,1.0,"En Castronuevo de Esgueva, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",3790.0,PP,3790,PP,379 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [4.5883333333333, 41.681388888889]}"
5435,Castilla y León,Valladolid,Castronuño,47045000200,CASTRONUÑO,1.0,0.0,1.0,1.0,"En Castronuño, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 35 °C.",8250.0,IU,8250,IU,825 hab.(2021),0,30,-5,35,"{'type': 'Point', 'coordinates': [5.2633186, 41.3887733]}"
5436,Castilla y León,Valladolid,Castroponce,47046000100,CASTROPONCE,0.37,0.0,0.84,0.8,"En Maire de Castroponce, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",1480.0,PP,1480,PP,148 hab.(2021),1,29,-4,34,"{'type': 'Point', 'coordinates': [5.1825, 42.126388888889]}"
5437,Castilla y León,Valladolid,Castroverde de Cerrato,47047000100,CASTROVERDE DE CERRATO,0.68,0.0,1.0,0.87,"En Castroverde de Cerrato, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",1960.0,PP,1960,PP,196 hab.(2021),-0,29,-4,33,"{'type': 'Point', 'coordinates': [4.2208333333333, 41.755555555556]}"
5438,Castilla y León,Valladolid,Ceinos de Campos,47048000100,CEINOS DE CAMPOS,1.0,0.0,1.0,0.99,"En Ceinos de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",2090.0,PP,2090,PP,209 hab.(2021),0,29,-4,33,"{'type': 'Point', 'coordinates': [5.1491666666667, 42.0325]}"
